,Provider_ID,Provider_Name,Provider_Street,Provider_City,Provider_State,Provider_Zip,Provider_Hospital_Referral_Region,APC,APC_Description,Beneficiaries,Comprehensive_APC_Services,Avg_Est_Total_submitted_amt,Avg_Medicare_Allowed,Avg_Medicare_pymt
39666,340115,Firsthealth Moore Regional Hospital,155 Memorial Drive,Pinehurst,NC,28374,NC - Durham,5302,Level 2 Upper GI Procedures,125.0,148,5053.67783783783,1232.52074324324,980.140743243243
39698,340116,Frye Regional Medical Center,420 N Center St,Hickory,NC,28601,NC - Hickory,5302,Level 2 Upper GI Procedures,44.0,50,13908.3806,1123.9024,887.9424
39713,340119,Carolinas Healthcare System Stanly,301 Yadkin St,Albemarle,NC,28001,NC - Charlotte,5302,Level 2 Upper GI Procedures,91.0,94,13437.3009574468,1238.21,986.539999999999
39728,340123,Randolph Hospital,364 White Oak Street,Asheboro,NC,27204,NC - Greensboro,5302,Level 2 Upper GI Procedures,36.0,41,4798.4943902439,1157.68268292682,915.110243902439
39749,340126,Wilson Medical Center,1705 S Tarboro St,Wilson,NC,27893,NC - Raleigh,5302,Level 2 Upper GI Procedures,33.0,36,5665.96111111111,1250.59,996.41
39783,340129,Lake Norman Regional Medical Center,171 Fairview Road,Mooresville,NC,28117,NC - Charlotte,5302,Level 2 Upper GI Procedures,154.0,179,11689.3174860335,1221.73888268156,968.307094972067
39806,340130,Carolinas Healthcare System Union,600 Hospital Dr,Monroe,NC,28112,NC - Charlotte,5302,Level 2 Upper GI Procedures,66.0,94,14415.914680851,1238.21574468085,986.25574468085
39848,340131,Carolina East Medical Center,2000 Neuse Blvd,New Bern,NC,28560,NC - Greenville,5302,Level 2 Upper GI Procedures,80.0,90,5573.69944444444,1210.32533333333,956.333555555555
39878,340132,Maria Parham Medical Center,Po Box 59,Henderson,NC,27536,NC - Durham,5302,Level 2 Upper GI Procedures,58.0,66,9628.79,1152.12818181818,916.811515151515
39913,340141,New Hanover Regional Medical Center,2131 S 17th St Box 9000,Wilmington,NC,28402,NC - Wilmington,5302,Level 2 Upper GI Procedures,502.0,592,5583.36603040542,1240.37869932431,987.668699324314
39949,340142,Carteret General Hospital,3500 Arendell St,Morehead City,NC,28557,NC - Greenville,5302,Level 2 Upper GI Procedures,41.0,43,6083.64116279069,1252.27,997.74
39977,340143,Catawba Valley Medical Center,810 Fairgrove Church Rd,Hickory,NC,28602,NC - Hickory,5302,Level 2 Upper GI Procedures,50.0,63,7155.68095238095,1206.89126984127,955.22126984127
40001,340144,Davis Regional Medical Center,218 Old Mocksbville Rd Po Box 1823,Statesville,NC,28687,NC - Winston-Salem,5302,Level 2 Upper GI Procedures,17.0,18,23809.865,1183.40222222222,931.732222222222
40013,340145,Carolinas Healthcare System Lincoln,433 Mcalister Rd,Lincolnton,NC,28092,NC - Charlotte,5302,Level 2 Upper GI Procedures,32.0,41,14255.6963414633,1238.21,986.54
40037,340147,Nash General Hospital,2460 Curtis Ellis Drive,Rocky Mount,NC,27804,NC - Raleigh,5302,Level 2 Upper GI Procedures,40.0,42,5125.72619047619,1226.86833333333,972.569285714286
40112,340155,Duke Regional Hospital,3643 N Roxboro Road,Durham,NC,27704,NC - Durham,5302,Level 2 Upper GI Procedures,56.0,62,8266.03838709675,1285.12854838709,1022.50693548387
40133,340158,Novant Health Brunswick Medical Center,1 Medical Center Dr  Po Box 139,Supply,NC,28462,NC - Wilmington,5302,Level 2 Upper GI Procedures,150.0,167,5140.88718562875,1168.30179640718,929.33
40152,340159,Person Memorial Hospital,615 Ridge Rd,Roxboro,NC,27573,NC - Durham,5302,Level 2 Upper GI Procedures,34.0,35,13952.8785714285,1285.1,1023.9
40165,340166,Carolinas Med Ctr-University,8800 North Tyron Street,Charlotte,NC,28262,NC - Charlotte,5302,Level 2 Upper GI Procedures,61.0,73,13744.1364383561,1225.31945205479,973.025753424657
40193,340171,Novant Health Matthews Medical Center,1500 Matthews Twnshp Prkwy Box 3310,Matthews,NC,28106,NC - Charlotte,5302,Level 2 Upper GI Procedures,90.0,93,6379.47537634408,1216.99698924731,965.181827956988
40218,340173,"Wakemed, Cary Hospital",1900 Kildare Farm Road,Cary,NC,27518,NC - Raleigh,5302,Level 2 Upper GI Procedures,47.0,51,11894.4745098039,1280.56058823529,1010.79431372549
40235,340183,Novant Health Huntersville Medical Center,10030 Gilead Road,Huntersville,NC,28078,NC - Charlotte,5302,Level 2 Upper GI Procedures,98.0,113,5868.86513274337,1220.76477876106,968.30796460177
40265,340184,Haywood Regional Medical Center,262 Leroy George Drive,Clyde,NC,28721,NC - Asheville,5302,Level 2 Upper GI Procedures,49.0,63,8675.72317460316,1207.08746031746,961.379206349206
40284,340186,Vidant Beaufort Hospital,628 E 12th St,Washington,NC,27889,NC - Greenville,5302,Level 2 Upper GI Procedures,26.0,30,1302.12466666666,1203.459,954.427666666666
40331,350002,Chi St Alexius Health,900 E Broadway,Bismarck,ND,58501,ND - Bismarck,5302,Level 2 Upper GI Procedures,79.0,90,4936.35999999998,1313.47,1046.5
40364,350006,Trinity Hospitals,407 3rd St Se,Minot,ND,58701,ND - Minot,5302,Level 2 Upper GI Procedures,85.0,110,5745.19772727272,1399.051,1110.88063636363
40401,350011,Sanford,801 Broadway North,Fargo,ND,58122,ND - Fargo/Moorhead Mn,5302,Level 2 Upper GI Procedures,304.0,359,6180.68139275768,1297.76715877436,1032.52506963788
40444,350015,Sanford Medical Center Bismarck,300 N 7th St,Bismarck,ND,58506,ND - Bismarck,5302,Level 2 Upper GI Procedures,97.0,122,6430.67286885246,1313.47,1046.5
40480,350019,Altru Hospital,1200 S Columbia Rd,Grand Forks,ND,58201,ND - Grand Forks,5302,Level 2 Upper GI Procedures,149.0,166,4025.25427710843,1313.50831325301,1044.62445783132
40516,350070,Essentia Health Fargo,3000 32nd Ave South,Fargo,ND,58104,ND - Fargo/Moorhead Mn,5302,Level 2 Upper GI Procedures,63.0,69,4704.7536231884,1313.55608695652,1042.28275362318
40541,360001,Mercy Hospital Anderson,7500 State Road,Cincinnati,OH,45255,OH - Cincinnati,5302,Level 2 Upper GI Procedures,53.0,63,7298.6092063492,1222.45063492063,962.385555555555
40588,360003,"University Of Cincinnati Medical Center, Llc",234 Goodman Street,Cincinnati,OH,45219,OH - Cincinnati,5302,Level 2 Upper GI Procedures,143.0,186,10691.9474193548,1225.85096774194,968.766397849462
40630,360006,Riverside Methodist Hospital,3535 Olentangy River Rd,Columbus,OH,43214,OH - Columbus,5302,Level 2 Upper GI Procedures,217.0,250,12794.1319999999,1251.54088,991.137359999996
40667,360008,Southern Ohio Medical Center,1805 27th Street,Portsmouth,OH,45662,OH - Columbus,5302,Level 2 Upper GI Procedures,151.0,174,3897.48350574712,1214.91712643678,955.797586206896
40694,360009,Lima Memorial Health System,1001 Bellefontaine Avenue,Lima,OH,45804,OH - Dayton,5302,Level 2 Upper GI Procedures,24.0,27,6394.24777777777,1226.94703703703,977.205555555555
40711,360010,Union Hospital,659 Boulevard,Dover,OH,44622,OH - Canton,5302,Level 2 Upper GI Procedures,33.0,40,3302.2065,1171.07,933.05
40736,360011,Marion General Hospital,1000 Mckinley Park Drive,Marion,OH,43302,OH - Columbus,5302,Level 2 Upper GI Procedures,19.0,20,9194.485,1252.2615,988.7245
40763,360012,Mount Carmel St Ann's,500 South Cleveland Avenue,Westerville,OH,43081,OH - Columbus,5302,Level 2 Upper GI Procedures,76.0,95,5346.98105263156,1253.98442105263,992.456526315788
40780,360013,Wilson Memorial Hospital,915 West Michigan Street,Sidney,OH,45365,OH - Dayton,5302,Level 2 Upper GI Procedures,78.0,85,8978.70047058822,1226.99552941176,974.838470588234
40813,360016,"Jewish Hospital, Llc",4777 East Galbraith Road,Cincinnati,OH,45236,OH - Cincinnati,5302,Level 2 Upper GI Procedures,162.0,224,10677.363392857,1252.82276785714,988.595803571428
40844,360017,Grant Medical Center,111 South Grant Avenue,Columbus,OH,43215,OH - Columbus,5302,Level 2 Upper GI Procedures,23.0,34,15144.0132352941,1275.44970588235,1010.26
40881,360020,Summa Health System,525 East Market Street,Akron,OH,44309,OH - Akron,5302,Level 2 Upper GI Procedures,87.0,99,10436.883030303,1205.89131313131,955.864242424243
40916,360025,Firelands Regional Medical Center,1111 Hayes Avenue,Sandusky,OH,44870,OH - Cleveland,5302,Level 2 Upper GI Procedures,75.0,77,4692.77376623376,1200.24038961039,950.943896103896
40951,360027,Akron General Medical Center,1 Akron General Avenue,Akron,OH,44307,OH - Akron,5302,Level 2 Upper GI Procedures,60.0,71,7159.59619718308,1225.68422535211,972.365492957746
40974,360029,Wood County Hospital,950 West Wooster Street,Bowling Green,OH,43402,OH - Toledo,5302,Level 2 Upper GI Procedures,25.0,29,4276.93068965517,1189.78827586206,941.128275862069
40990,360032,Grand Lake Health System,200 Saint Clair Street,Saint Marys,OH,45885,OH - Dayton,5302,Level 2 Upper GI Procedures,26.0,27,6266.8937037037,1171.07,933.05
41022,360035,Mount Carmel West,793 West State Street,Columbus,OH,43222,OH - Columbus,5302,Level 2 Upper GI Procedures,186.0,207,5815.14903381642,1245.94942028985,983.13787439613
41050,360036,Wooster Community Hospital,1761 Beall Avenue,Wooster,OH,44691,OH - Canton,5302,Level 2 Upper GI Procedures,12.0,12,2550.80666666666,1225.84416666666,964.534166666666
41069,360037,St Vincent Charity Medical Center,2351 East 22nd Street,Cleveland,OH,44115,OH - Cleveland,5302,Level 2 Upper GI Procedures,14.0,16,5406.6375,1204.33,959.54625
41095,360039,Genesis Hospital,2951 Maple Avenue,Zanesville,OH,43701,OH - Columbus,5302,Level 2 Upper GI Procedures,184.0,197,6357.63842639594,1319.9869035533,1045.48822335025
41126,360040,Knox Community Hospital,1330 Coshocton Road,Mount Vernon,OH,43050,OH - Columbus,5302,Level 2 Upper GI Procedures,36.0,39,5357.71,1190.70487179487,929.318717948718
41150,360041,Parma Community General Hospital,7007 Powers Boulevard,Parma,OH,44129,OH - Cleveland,5302,Level 2 Upper GI Procedures,62.0,63,4731.68222222222,1227.47841269841,973.757619047619
41193,360048,University Of Toledo Medical Center,3000 Arlington Avenue,Toledo,OH,43699,OH - Toledo,5302,Level 2 Upper GI Procedures,118.0,149,10484.8543624161,1218.61187919463,962.503489932886
41226,360051,Miami Valley Hospital,One Wyoming Street,Dayton,OH,45409,OH - Dayton,5302,Level 2 Upper GI Procedures,63.0,81,8530.69753086417,1216.14703703703,966.182716049382
41263,360052,Good Samaritan Hospital,2222 Philadelphia Drive,Dayton,OH,45406,OH - Dayton,5302,Level 2 Upper GI Procedures,56.0,59,15024.3484745762,1211.22932203389,961.679322033898
41295,360054,Holzer Medical Center,100 Jackson Pike,Gallipolis,OH,45631,OH - Columbus,5302,Level 2 Upper GI Procedures,111.0,114,10729.6288596491,1162.88535087719,924.865350877193
41352,360056,Mercy Hospital Fairfield,3000 Mack Road,Fairfield,OH,45014,OH - Cincinnati,5302,Level 2 Upper GI Procedures,170.0,193,9792.8407253886,1211.77202072539,951.101865284974
41368,360058,Mercer County Joint Township Community Hospital,800 West Main Street,Coldwater,OH,45828,OH - Dayton,5302,Level 2 Upper GI Procedures,35.0,36,4711.38305555555,1171.10444444444,931.353333333333
41395,360059,Metrohealth System,2500 Metrohealth Drive,Cleveland,OH,44109,OH - Cleveland,5302,Level 2 Upper GI Procedures,61.0,82,4961.31756097561,1235.69219512195,979.905853658536
41430,360064,St Elizabeth Youngstown Hospital,1044 Belmont Avenue,Youngstown,OH,44501,OH - Youngstown,5302,Level 2 Upper GI Procedures,20.0,21,9048.19047619047,1171.07,933.05
41445,360065,Fisher-Titus Hospital,272 Benedict Avenue,Norwalk,OH,44857,OH - Cleveland,5302,Level 2 Upper GI Procedures,27.0,35,5768.81142857142,1197.70028571428,948.590285714286
41474,360066,St Rita's Medical Center,730 West Market Street,Lima,OH,45801,OH - Dayton,5302,Level 2 Upper GI Procedures,152.0,185,7981.9754054054,1195.27821621621,943.754972972973
41509,360068,Toledo Hospital The,2142 North Cove Boulevard,Toledo,OH,43606,OH - Toledo,5302,Level 2 Upper GI Procedures,139.0,185,8662.52767567567,1046.66535135135,831.557621621621
41541,360070,Mercy Medical Center,1320 Mercy Drive Nw,Canton,OH,44708,OH - Canton,5302,Level 2 Upper GI Procedures,13.0,14,2491.58785714285,1176.46928571428,926.932142857143
41583,360072,Fairfield Medical Center,401 North Ewing Street,Lancaster,OH,43130,OH - Columbus,5302,Level 2 Upper GI Procedures,52.0,60,4606.94166666666,1241.497,980.412666666668
41607,360074,Flower Hospital,5200 Harroun Road,Sylvania,OH,43560,OH - Toledo,5302,Level 2 Upper GI Procedures,16.0,18,17507.0922222222,1223.4,974.74
41686,360077,Fairview Hospital,18101 Lorain Avenue,Cleveland,OH,44111,OH - Cleveland,5302,Level 2 Upper GI Procedures,44.0,48,7319.12020833333,1243.18,990.5
41741,360079,Kettering Medical Center,3535 Southern Boulevard,Kettering,OH,45429,OH - Kettering,5302,Level 2 Upper GI Procedures,81.0,88,13583.122840909,1220.29386363636,962.830113636362
41767,360080,East Ohio Regional Hospital,90 North Fourth Street,Martins Ferry,OH,43935,PA - Pittsburgh,5302,Level 2 Upper GI Procedures,,11,6674.63363636363,1171.07,933.05
41781,360081,Mercy St Charles Hospital,2600 Navarre Avenue,Oregon,OH,43616,OH - Toledo,5302,Level 2 Upper GI Procedures,33.0,37,14983.5689189189,1223.47918918918,970.862432432432
41821,360084,Aultman Hospital,2600 Sixth Street Sw,Canton,OH,44710,OH - Canton,5302,Level 2 Upper GI Procedures,15.0,15,5413.70066666667,1176.46933333333,926.945333333333
41861,360085,Ohio State University Hospitals,410 West 10th Avenue,Columbus,OH,43210,OH - Columbus,5302,Level 2 Upper GI Procedures,567.0,749,5675.8616021361,1229.26515353803,971.380934579435
41897,360086,Springfield Regional Medical Center,100 Medical Center Drive,Springfield,OH,45504,OH - Dayton,5302,Level 2 Upper GI Procedures,78.0,89,7941.55651685392,1216.87516853932,964.467977528089
41922,360089,Mercy Tiffin Hospital,45 St Lawrence Drive,Tiffin,OH,44883,OH - Toledo,5302,Level 2 Upper GI Procedures,,13,8391.64461538461,1171.21153846153,926.126153846154
41951,360090,St Luke's Hospital,5901 Monclova Road,Maumee,OH,43537,OH - Toledo,5302,Level 2 Upper GI Procedures,20.0,27,5426.60666666666,1223.46518518518,971.534444444444
41986,360092,Memorial Hospital,500 London Avenue,Marysville,OH,43040,OH - Columbus,5302,Level 2 Upper GI Procedures,22.0,25,4021.7672,1275.682,998.886
42011,360095,Blanchard Valley Hospital,1900 South Main Street,Findlay,OH,45840,OH - Toledo,5302,Level 2 Upper GI Procedures,13.0,14,3538.47214285714,1223.47928571428,970.856428571428
42024,360096,East Liverpool City Hospital,425 West 5th Street,East Liverpool,OH,43920,PA - Pittsburgh,5302,Level 2 Upper GI Procedures,11.0,12,5068.12583333333,1171.07,933.05
42045,360098,Lake Health,7590 Auburn Road,Concord,OH,44077,OH - Cleveland,5302,Level 2 Upper GI Procedures,15.0,18,4780.57222222222,1243.18,990.5
42061,360107,Bellevue Hospital,1400 West Main Street,Bellevue,OH,44811,OH - Cleveland,5302,Level 2 Upper GI Procedures,13.0,13,7366.63692307692,1126.03923076923,896.636153846154
42092,360112,Mercy St Vincent Medical Center,2213 Cherry Street,Toledo,OH,43608,OH - Toledo,5302,Level 2 Upper GI Procedures,71.0,74,22010.4121621621,1183.9231081081,933.28472972973
42126,360118,Ohiohealth Mansfield Hospital,335 Glessner Avenue,Mansfield,OH,44903,OH - Columbus,5302,Level 2 Upper GI Procedures,35.0,37,7109.19918918919,1202.19216216216,939.788648648648
42145,360121,Community Hospitals And Wellness Centers,433 West High Street,Bryan,OH,43506,IN - Fort Wayne,5302,Level 2 Upper GI Procedures,25.0,31,4418.9529032258,1221.98,973.61
42167,360123,St John Medical Center,29000 Center Ridge Road,Westlake,OH,44145,OH - Cleveland,5302,Level 2 Upper GI Procedures,59.0,64,7110.00390625,1218.046875,964.531875
42191,360125,Ashtabula County Medical Center,2420 Lake Avenue,Ashtabula,OH,44004,OH - Cleveland,5302,Level 2 Upper GI Procedures,51.0,58,4529.10862068965,1220.7824137931,965.517068965517
42208,360131,Alliance Community Hospital,200 East State Street,Alliance,OH,44601,OH - Canton,5302,Level 2 Upper GI Procedures,,12,4320.42416666666,1176.26,937.18
42227,360132,Fort Hamilton Hughes Memorial Hospital,630 Eaton Avenue,Hamilton,OH,45013,OH - Cincinnati,5302,Level 2 Upper GI Procedures,75.0,81,17122.7771604938,1240.34925925925,983.717901234566
42253,360133,Grandview Hospital & Medical Center,405 Grand Avenue,Dayton,OH,45405,OH - Dayton,5302,Level 2 Upper GI Procedures,144.0,195,14706.4735384615,1212.77553846153,962.438923076923
42289,360134,Good Samaritan Hospital,375 Dixmyth Avenue,Cincinnati,OH,45220,OH - Cincinnati,5302,Level 2 Upper GI Procedures,95.0,122,6606.57057377049,1222.7306557377,967.395737704918
42329,360137,Uh Cleveland Medical Center,11100 Euclid Avenue,Cleveland,OH,44106,OH - Cleveland,5302,Level 2 Upper GI Procedures,134.0,163,7953.4372392638,1223.42159509201,971.18944785276
42391,360144,South Pointe Hospital,20000 Harvard Road,Warrensville Heights,OH,44122,OH - Cleveland,5302,Level 2 Upper GI Procedures,52.0,52,6728.38038461538,1243.2923076923,984.981538461538
42415,360145,University Hospitals - Elyria Medical Center,630 East River Street,Elyria,OH,44035,OH - Elyria,5302,Level 2 Upper GI Procedures,16.0,17,7486.74235294117,1243.18,990.5
42442,360147,Marietta Memorial Hospital,401 Matthew Street,Marietta,OH,45750,OH - Columbus,5302,Level 2 Upper GI Procedures,103.0,121,6728.27942148763,1156.22603305785,915.854049586777
42471,360150,Summa Western Reserve Hospital,1900 23rd Street,Cuyahoga Falls,OH,44223,OH - Akron,5302,Level 2 Upper GI Procedures,23.0,25,8575.72,1189.0624,935.8528
42504,360152,Doctors Hospital,5100 West  Broad Street,Columbus,OH,43228,OH - Columbus,5302,Level 2 Upper GI Procedures,,12,12841.4125,1275.57416666666,1004.16416666666
42536,360155,Southwest General Health Center,18697 Bagley Road,Middleburg Heights,OH,44130,OH - Cleveland,5302,Level 2 Upper GI Procedures,278.0,291,6882.95917525769,1213.93549828178,961.014570446735
42586,360159,Adena Regional Medical Center,272 Hospital Road,Chillicothe,OH,45601,OH - Columbus,5302,Level 2 Upper GI Procedures,102.0,120,8330.62350000001,1243.77091666666,989.071
42610,360161,St Joseph Warren Hospital,667 Eastland Ave Se,Warren,OH,44481,OH - Youngstown,5302,Level 2 Upper GI Procedures,21.0,23,11564.1239130434,1171.08956521739,932.083043478261
42645,360163,Christ Hospital,2139 Auburn Avenue,Cincinnati,OH,45219,OH - Cincinnati,5302,Level 2 Upper GI Procedures,69.0,76,6019.80013157894,1239.53657894736,983.010263157893
42671,360170,Berger Hospital,600 North Pickaway Street,Circleville,OH,43113,OH - Columbus,5302,Level 2 Upper GI Procedures,11.0,12,8666.18916666666,1275.33,1016.12
42692,360172,Mercy Regional Medical Center,3700 Kolbe Road,Lorain,OH,44053,OH - Elyria,5302,Level 2 Upper GI Procedures,86.0,96,8680.54937500001,1243.25322916666,986.899583333333
42713,360174,Upper Valley Medical Center,3130 North County Road 25a,Troy,OH,45373,OH - Dayton,5302,Level 2 Upper GI Procedures,232.0,248,7165.90592741935,1212.05213709677,961.471814516133
42729,360175,Clinton Memorial Hospital,610 West Main Street,Wilmington,OH,45177,OH - Cincinnati,5302,Level 2 Upper GI Procedures,,14,4047.49642857142,1252.10714285714,996.247142857142
42759,360179,Bethesda North,10500 Montgomery Road,Cincinnati,OH,45242,OH - Cincinnati,5302,Level 2 Upper GI Procedures,243.0,282,6985.94092198581,1221.27744680851,963.03939716312
42803,360180,Cleveland Clinic,9500 Euclid Avenue,Cleveland,OH,44195,OH - Cleveland,5302,Level 2 Upper GI Procedures,951.0,1181,6758.5736917866,1224.00374259102,970.870160880609
